-DOCSTART- -X- -X- O
. O O O

south O O B-GPE
korea O O I-GPE
earmarks O O O
about O O O
us$ O O O
14.5 O O O
billion O O O
for O O O
its O O B-GPE
military O O B-ORG
. O O O

`` O O O
they O O B-ORG
still O O O
work O O O
with O O O
paper O O O
and O O O
pencil O O O
instead O O O
of O O O
with O O O
the O O O
kind O O O
of O O O
modern O O O
communications O O O
gear O O O
that O O O
our O O B-GPE
special O O O
forces O O B-PER
took O O O
with O O O
them O O B-PER
to O O O
afghanistan O O B-GPE
, O O O
'' O O O
wolfowitz O O B-PER
said O O O
. O O O

he O O B-PER
said O O O
upgrades O O O
would O O O
allow O O O
troops O O B-PER
to O O O
react O O O
quicker O O O
to O O O
threats O O O
from O O O
the O O O
north O O B-GPE
and O O O
help O O O
reduce O O O
the O O O
possibility O O O
of O O O
a O O O
military O O O
conflict O O O
on O O O
the O O O
peninsula O O B-LOC
, O O O
not O O O
heighten O O O
it O O O
. O O O

the O O O
nuclear O O O
crisis O O O
flared O O O
last O O O
october O O O
when O O O
u.s O O B-GPE
. O O O
officials O O B-PER
said O O O
north O O B-GPE
korea O O I-GPE
admitted O O O
running O O O
a O O O
secret O O O
nuclear O O O
weapons O O B-WEA
program O O O
in O O O
violation O O O
of O O O
a O O O
1994 O O O
accord O O O
with O O O
washington O O B-GPE
. O O O

news O O O
story O O O

20030324 O O O

canadian O O O
premier O O O
fined O O O
for O O O
drunken O O O
driving O O O
on O O O
hawaiian O O O
vacation O O O

lahaina O O B-GPE
, O O O
hawaii O O B-GPE
( O O O
ap O O B-ORG
) O O O

the O O O
premier O O B-PER
of O O O
the O O O
western O O O
canadian O O B-LOC
province O O B-GPE
of O O O
british O O B-GPE
columbia O O I-GPE
pleaded O O O
no O O O
contest O O O
to O O O
driving O O O
drunk O O O
during O O O
a O O O
hawaiian O O B-GPE
vacation O O O
in O O O
january O O O
. O O O

gordon O O B-PER
campbell O O I-PER
was O O O
ordered O O O
to O O O
pay O O O
fines O O O
and O O O
fees O O O
totaling O O O
$ O O O
913 O O O
, O O O
complete O O O
a O O O
14-hour O O O
alcohol O O O
assessment O O O
program O O O
and O O O
have O O O
a O O O
substance O O O
abuse O O O
assessment O O O
. O O O

under O O O
a O O O
no O O O
contest O O O
plea O O O
, O O O
the O O O
defendant O O B-PER
neither O O O
admits O O O
nor O O O
denies O O O
the O O O
charge O O O
but O O O
agrees O O O
not O O O
to O O O
contest O O O
it O O O
. O O O

`` O O O
mr O O B-PER
. O O O

campbell O O B-PER
is O O O
sufficiently O O O
embarrassed O O O
and O O O
ashamed O O O
for O O O
what O O O
he O O B-PER
did O O O
, O O O
as O O O
well O O O
he O O B-PER
should O O O
be O O O
, O O O
'' O O O
district O O B-GPE
judge O O B-PER
reinette O O B-PER
cooper O O I-PER
said O O O
monday O O O
. O O O

campbell O O B-PER
was O O O
not O O O
in O O O
court O O O
. O O O

lawyer O O B-PER
steven O O B-PER
barta O O I-PER
said O O O
his O O B-PER
client O O B-PER
had O O O
already O O O
completed O O O
the O O O
required O O O
programs O O O
in O O O
canada O O B-GPE
. O O O

he O O B-PER
also O O O
brought O O O
a O O O
check O O O
from O O O
campbell O O B-PER
to O O O
pay O O O
the O O O
fines O O O
and O O O
fees O O O
. O O O

in O O O
the O O O
provincial O O B-GPE
capital O O B-GPE
of O O O
victoria O O B-GPE
, O O O
campbell O O B-PER
said O O O
he O O B-PER
was O O O
treated O O O
fairly O O O
and O O O
no O O O
longer O O O
drinks O O O
alcohol O O O
. O O O

campbell O O B-PER
, O O O
55 O O O
, O O O
was O O O
pulled O O O
over O O O
jan. O O O
10 O O O
after O O O
police O O B-PER
observed O O O
him O O B-PER
driving O O O
erratically O O O
in O O O
a O O O
rented O O O
sport-utility O O O
vehicle O O B-VEH
. O O O

campbell O O B-PER
's O O O
blood-alcohol O O O
reading O O O
was O O O
0.161 O O O
percent O O O
, O O O
more O O O
than O O O
twice O O O
the O O O
legal O O O
limit O O O
, O O O
in O O O
a O O O
roadside O O O
sobriety O O O
test O O O
. O O O

in O O O
a O O O
tearful O O O
news O O O
conference O O O
after O O O
returning O O O
to O O O
vancouver O O B-GPE
two O O O
days O O O
later O O O
, O O O
campbell O O B-PER
apologized O O O
to O O O
british O O B-GPE
columbians O O I-GPE
, O O O
but O O O
refused O O O
to O O O
resign O O O
as O O O
premier O O B-PER
. O O O

he O O B-PER
said O O O
he O O B-PER
drank O O O
three O O O
martinis O O O
and O O O
some O O O
wine O O O
before O O O
getting O O O
behind O O O
the O O O
wheel O O O
. O O O

news O O O
story O O O

20030410 O O O

iraq O O O
's O O O
u.n. O O O
ambassador O O O
meets O O O
annan O O O
, O O O
wo O O O
n't O O O
discuss O O O
future O O O
plans O O O

united O O B-FAC
nations O O I-FAC
( O O O
ap O O B-ORG
) O O O

iraq O O B-GPE
's O O O
u.n O O B-ORG
. O O O
ambassador O O B-PER
mohammed O O B-PER
al-douri O O I-PER
, O O O
the O O O
first O O O
iraqi O O B-GPE
official O O B-PER
to O O O
concede O O O
defeat O O O
in O O O
the O O O
u.s O O B-GPE
. O O O

- O O O
led O O O
war O O O
, O O O
met O O O
privately O O O
with O O O
secretary-general O O B-PER
kofi O O B-PER
annan O O I-PER
, O O O
but O O O
refused O O O
to O O O
talk O O O
about O O O
rumors O O O
that O O O
he O O B-PER
was O O O
planning O O O
to O O O
leave O O O
new O O B-GPE
york O O I-GPE
. O O O

`` O O O
i O O B-PER
am O O O
sorry O O O
, O O O
'' O O O
he O O B-PER
said O O O
. O O O

`` O O O
no O O O
answer O O O
. O O O
'' O O O

`` O O O
no O O O
comment O O O
at O O O
all O O O
. O O O

this O O O
is O O O
my O O B-PER
last O O O
word O O O
to O O O
you O O B-PER
, O O O
'' O O O
he O O B-PER
told O O O
hordes O O B-PER
of O O O
journalists O O B-PER
who O O B-PER
chased O O O
him O O B-PER
thursday O O O
at O O O
his O O B-PER
new O O B-GPE
york O O I-GPE
residence O O B-FAC
and O O O
u.n O O B-ORG
. O O O
headquarters O O B-FAC
seeking O O O
comment O O O
on O O O
his O O B-PER
talks O O O
with O O O
the O O O
secretary-general O O B-PER
, O O O
his O O B-PER
future O O O
and O O O
the O O O
war O O O
. O O O

asked O O O
who O O O
should O O O
govern O O O
iraq O O B-GPE
, O O O
al-douri O O B-PER
said O O O
: O O O
`` O O O
i O O B-PER
have O O O
nothing O O O
to O O O
do O O O
with O O O
that O O O
. O O O
'' O O O

annan O O B-PER
also O O O
declined O O O
to O O O
comment O O O
on O O O
thursday O O O
's O O O
meeting O O O
with O O O
al-douri O O B-PER
. O O O

with O O O
the O O O
fall O O O
of O O O
baghdad O O B-GPE
wednesday O O O
, O O O
al-douri O O B-PER
declared O O O
`` O O O
the O O O
game O O O
is O O O
over O O O
'' O O O
and O O O
expressed O O O
hope O O O
that O O O
the O O O
iraqi O O B-GPE
people O O B-GPE
will O O O
now O O O
be O O O
able O O O
to O O O
live O O O
in O O O
peace O O O
. O O O

he O O B-PER
said O O O
he O O B-PER
had O O O
not O O O
been O O O
in O O O
touch O O O
with O O O
baghdad O O B-GPE
. O O O

beside O O O
meeting O O O
with O O O
annan O O B-PER
, O O O
al-douri O O B-PER
spent O O O
several O O O
hours O O O
during O O O
the O O O
late O O O
morning O O O
and O O O
afternoon O O O
meeting O O O
with O O O
ambassadors O O B-PER
and O O O
diplomats O O B-PER
in O O O
the O O O
delegate O O B-FAC
's O O I-FAC
lounge O O I-FAC
. O O O

`` O O O
i O O B-PER
wished O O O
him O O B-PER
good O O O
luck O O O
but O O O
i O O B-PER
do O O O
n't O O O
know O O O
what O O O
he O O B-PER
said O O O
to O O O
the O O O
secretary-general O O B-PER
and O O O
what O O O
will O O O
be O O O
his O O B-PER
next O O O
steps O O O
, O O O
'' O O O
said O O O
arab O O B-GPE
league O O I-GPE
secretary-general O O B-PER
amr O O B-PER
moussa O O I-PER
, O O O
who O O B-PER
talked O O O
with O O O
al-douri O O B-PER
before O O O
his O O B-PER
own O O O
meeting O O O
with O O O
annan O O B-PER
. O O O

in O O O
an O O O
interview O O O
with O O O
the O O O
associated O O B-ORG
press O O I-ORG
wednesday O O O
night O O O
, O O O
al-douri O O B-PER
said O O O
he O O B-PER
will O O O
continue O O O
to O O O
work O O O
at O O O
the O O O
united O O B-ORG
nations O O I-ORG
and O O O
had O O O
no O O O
intention O O O
of O O O
defecting O O O
. O O O

`` O O O
defecting O O O
from O O O
who O O B-PER
? O O O
'' O O O

he O O B-PER
asked O O O
. O O O

`` O O O
i O O B-PER
think O O O
the O O O
government O O B-GPE
has O O O
already O O O
defected O O O
. O O O

there O O O
is O O O
no O O O
more O O O
iraqi O O B-GPE
government O O B-GPE
to O O O
be O O O
defected O O O
from O O O
. O O O
'' O O O

annan O O B-PER
said O O O
early O O O
thursday O O O
_ O O O
before O O O
meeting O O O
al-douri O O B-PER
_ O O O
that O O O
in O O O
talks O O O
with O O O
the O O O
envoy O O B-PER
monday O O O
, O O O
`` O O O
he O O B-PER
did O O O
n't O O O
ask O O O
for O O O
an O O O
asylum O O O
or O O O
protection O O O
... O O O
( O O O
and O O O
) O O O
he O O B-PER
did O O O
n't O O O
ask O O O
me O O B-PER
for O O O
help O O O
with O O O
his O O B-PER
status O O O
. O O O
'' O O O

`` O O O
we O O B-PER
did O O O
talk O O O
about O O O
what O O O
happens O O O
, O O O
depending O O O
on O O O
the O O O
evolution O O O
of O O O
things O O O
on O O O
the O O O
ground O O O
, O O O
'' O O O
annan O O B-PER
said O O O
. O O O

the O O O
ambassador O O B-PER
had O O O
vehemently O O O
defended O O O
his O O B-PER
country O O B-GPE
for O O O
months O O O
as O O O
the O O O
united O O B-GPE
states O O I-GPE
and O O O
its O O B-GPE
allies O O B-GPE
sought O O O
u.n O O B-ORG
. O O O

backing O O O
for O O O
war O O O
on O O O
iraq O O B-GPE
. O O O

privately O O O
, O O O
many O O O
u.n O O B-ORG
. O O O

diplomats O O B-PER
see O O O
him O O B-PER
as O O O
a O O O
respectable O O O
colleague O O B-PER
. O O O

`` O O O
i O O B-PER
sympathize O O O
with O O O
his O O B-PER
need O O O
to O O O
create O O O
a O O O
new O O O
life O O O
for O O O
himself O O B-PER
, O O O
'' O O O
said O O O
britain O O B-GPE
's O O O
u.n O O B-ORG
. O O O
ambassador O O B-PER
jeremy O O B-PER
greenstock O O I-PER
. O O O

al-douri O O B-PER
taught O O O
international O O O
law O O O
at O O O
baghdad O O O
university O O O
for O O O
over O O O
30 O O O
years O O O
before O O O
becoming O O O
a O O O
diplomat O O B-PER
in O O O
1999 O O O
, O O O
first O O O
at O O O
the O O O
united O O B-FAC
nations O O I-FAC
in O O O
geneva O O B-GPE
and O O O
since O O O
early O O O
2001 O O O
at O O O
u.n O O B-ORG
. O O O
headquarters O O B-FAC
in O O O
new O O B-GPE
york O O I-GPE
. O O O

he O O B-PER
said O O O
in O O O
the O O O
ap O O B-ORG
interview O O O
he O O B-PER
would O O O
love O O O
to O O O
return O O O
to O O O
teaching O O O
but O O O
for O O O
now O O O
he O O B-PER
plans O O O
to O O O
remain O O O
at O O O
the O O O
united O O B-ORG
nations O O I-ORG
. O O O

`` O O O
things O O O
will O O O
be O O O
crystalized O O O
one O O O
day O O O
, O O O
'' O O O
he O O B-PER
said O O O
. O O O

`` O O O
what O O O
i O O B-PER
worried O O O
about O O O
is O O O
that O O O
things O O O
are O O O
settled O O O
in O O O
the O O O
country O O B-GPE
... O O O
so O O O
in O O O
the O O O
future O O O
the O O O
iraqi O O B-GPE
people O O B-GPE
will O O O
live O O O
in O O O
peace O O O
without O O O
sanctions O O O
, O O O
without O O O
wars O O O
, O O O
without O O O
suffering O O O
. O O O

this O O O
is O O O
my O O B-PER
message O O O
. O O O
'' O O O

separately O O O
, O O O
lawyers O O B-PER
who O O B-PER
claim O O O
that O O O
iraq O O B-GPE
helped O O O
plan O O O
the O O O
1995 O O O
oklahoma O O B-GPE
city O O I-GPE
bombing O O O
that O O O
killed O O O
168 O O O
people O O B-PER
asked O O O
a O O O
judge O O B-PER
at O O O
a O O O
federal O O O
court O O B-FAC
in O O O
new O O B-GPE
york O O I-GPE
to O O O
force O O O
al-douri O O B-PER
to O O O
testify O O O
in O O O
the O O O
case O O O
and O O O
hold O O O
the O O O
envoy O O B-PER
in O O O
contempt O O O
, O O O
saying O O O
they O O B-PER
worry O O O
that O O O
he O O B-PER
would O O O
flee O O O
the O O O
country O O B-GPE
. O O O

but O O O
u.n O O B-ORG
. O O O
spokesman O O B-PER
fred O O B-PER
eckhard O O I-PER
said O O O
al-douri O O B-PER
still O O O
has O O O
diplomatic O O O
immunity O O O
as O O O
iraq O O B-GPE
's O O O
ambassador O O B-PER
. O O O

under O O O
u.n O O B-ORG
. O O O

rules O O O
, O O O
a O O O
new O O O
iraqi O O B-GPE
government O O B-ORG
would O O O
have O O O
to O O O
ask O O O
to O O O
represent O O O
the O O O
country O O B-GPE
, O O O
which O O O
the O O O
general O O B-ORG
assembly O O I-ORG
would O O O
then O O O
consider O O O
. O O O

`` O O O
he O O B-PER
is O O O
still O O O
iraq O O B-GPE
's O O O
ambassador O O B-PER
at O O O
the O O O
united O O B-ORG
nations O O I-ORG
, O O O
'' O O O
white O O B-GPE
house O O I-GPE
spokesman O O B-PER
ari O O B-PER
fleischer O O I-PER
said O O O
in O O O
washington O O B-GPE
. O O O

`` O O O
legally O O O
, O O O
that O O O
is O O O
the O O O
way O O O
it O O O
works O O O
at O O O
the O O O
u.n O O B-ORG
. O O O
'' O O O

larry O O B-PER
klayman O O I-PER
, O O O
chairman O O B-PER
of O O O
judicial O O B-ORG
watch O O I-ORG
, O O O
which O O B-ORG
represent O O O
14 O O O
survivors O O B-PER
and O O O
victims O O B-PER
' O O O
relatives O O B-PER
who O O B-PER
have O O O
filed O O O
a O O O
$ O O O
1.5 O O O
billion O O O
federal O O O
lawsuit O O O
against O O O
iraq O O B-GPE
in O O O
washington O O B-GPE
, O O O
said O O O
his O O B-PER
organization O O B-ORG
had O O O
served O O O
a O O O
subpoena O O O
on O O O
al-douri O O B-PER
twice O O O
, O O O
on O O O
march O O O
26 O O O
and O O O
march O O O
28 O O O
, O O O
but O O O
said O O O
he O O B-PER
has O O O
not O O O
responded O O O
. O O O

u.s O O B-GPE
. O O O
district O O O
judge O O B-PER
john O O B-PER
s. O O I-PER
martin O O I-PER
did O O O
not O O O
immediately O O O
rule O O O
but O O O
scheduled O O O
a O O O
hearing O O O
for O O O
next O O O
week O O O
. O O O

the O O O
april O O O
19 O O O
, O O O
1995 O O O
, O O O
bombing O O O
of O O O
the O O O
alfred O O B-FAC
p. O O I-FAC
murrah O O I-FAC
federal O O I-FAC
building O O I-FAC
was O O O
the O O O
deadliest O O O
terrorist O O O
strike O O O
on O O O
american O O B-GPE
soil O O B-GPE
at O O O
the O O O
time O O O
. O O O

the O O O
suit O O O
claims O O O
iraqi O O B-GPE
officials O O B-PER
provided O O O
money O O O
and O O O
training O O O
to O O O
convicted O O O
bomber O O B-PER
timothy O O B-PER
mcveigh O O I-PER
and O O O
conspirator O O B-PER
terry O O B-PER
nichols O O I-PER
. O O O

mcveigh O O B-PER
was O O O
executed O O O
in O O O
2001 O O O
, O O O
and O O O
nichols O O B-PER
is O O O
serving O O O
a O O O
life O O O
sentence O O O
. O O O

news O O O
story O O O

20030304 O O O

death O O O
toll O O O
in O O O
philippine O O O
blast O O O
could O O O
hit O O O
30 O O O
: O O O
radio O O O
attention O O O
- O O O
adds O O O
fears O O O
of O O O
toll O O O
rising O O O
/ O O O
/ O O O
/ O O O

davao O O B-GPE
, O O O
philippines O O B-GPE
, O O O
march O O O
4 O O O
( O O O
afp O O B-ORG
) O O O

at O O O
least O O O
19 O O O
people O O B-PER
were O O O
killed O O O
and O O O
114 O O O
people O O B-PER
were O O O
wounded O O O
in O O O
tuesday O O O
's O O O
southern O O O
philippines O O B-LOC
airport O O B-FAC
blast O O O
, O O O
officials O O B-PER
said O O O
, O O O
but O O O
reports O O O
said O O O
the O O O
death O O O
toll O O O
could O O O
climb O O O
to O O O
30 O O O
. O O O

radio O O O
station O O B-ORG
dxdc O O B-ORG
placed O O O
the O O O
death O O O
toll O O O
at O O O
30 O O O
, O O O
without O O O
giving O O O
a O O O
source O O O
for O O O
the O O O
figure O O O
, O O O
which O O O
officials O O B-PER
could O O O
not O O O
immediately O O O
confirm O O O
. O O O

the O O O
davao O O B-ORG
medical O O I-ORG
center O O I-ORG
, O O O
a O O O
regional O O O
government O O B-GPE
hospital O O B-ORG
, O O O
recorded O O O
19 O O O
deaths O O O
with O O O
50 O O B-PER
wounded O O O
. O O O

medical O O O
evacuation O O O
workers O O B-PER
however O O O
said O O O
the O O O
injured O O O
list O O O
was O O O
around O O O
114 O O O
, O O O
spread O O O
out O O O
at O O O
various O O O
hospitals O O B-FAC
. O O O

a O O O
powerful O O O
bomb O O B-WEA
tore O O O
through O O O
a O O O
waiting O O O
shed O O B-FAC
at O O O
the O O O
davao O O B-FAC
city O O I-FAC
international O O I-FAC
airport O O I-FAC
at O O O
about O O O
5.15 O O O
pm O O O
( O O O
0915 O O O
gmt O O O
) O O O
while O O O
another O O O
explosion O O O
hit O O O
a O O O
bus O O B-VEH
terminal O O B-FAC
at O O O
the O O O
city O O B-GPE
. O O O

there O O O
were O O O
no O O O
reports O O O
of O O O
injuries O O O
in O O O
the O O O
second O O O
blast O O O
. O O O
" O O O

it O O B-WEA
's O O O
a O O O
very O O O
powerful O O O
bomb O O B-WEA
. O O O

the O O O
waiting O O O
shed O O B-FAC
literally O O O
exploded O O O
, O O O
" O O O
said O O O
vice O O O
mayor O O B-PER
luis O O B-PER
bongoyan O O I-PER
, O O O
speaking O O O
to O O O
local O O O
radio O O O
station O O B-ORG

television O O O
footage O O O
showed O O O
medical O O O
teams O O B-PER
carting O O O
away O O O
dozens O O O
of O O O
wounded O O O
victims O O B-PER
with O O O
fully O O O
armed O O O
troops O O B-PER
on O O O
guard O O O
. O O O

many O O B-PER
of O O O
the O O O
victims O O B-PER
were O O O
shown O O O
with O O O
hastily O O O
applied O O O
bandages O O O
, O O O
and O O O
teams O O B-PER
of O O O
nurses O O B-PER
and O O O
doctors O O B-PER
were O O O
seen O O O
in O O O
packed O O O
emergency O O O
rooms O O B-FAC
attending O O O
to O O O
the O O O
wounded O O B-PER
. O O O

news O O O
story O O O

20030325 O O O

jack O O O
welch O O O
seeks O O O
details O O O
on O O O
estranged O O O
wife O O O
's O O O
work O O O
in O O O
divorce O O O
case O O O

bridgeport O O B-GPE
, O O O
connecticut O O B-GPE
( O O O
ap O O B-ORG
) O O O

retired O O O
general O O B-ORG
electric O O I-ORG
co O O I-ORG
. O O O
chairman O O B-PER
jack O O B-PER
welch O O I-PER
is O O O
seeking O O O
work-related O O O
documents O O O
of O O O
his O O B-PER
estranged O O O
wife O O B-PER
in O O O
his O O B-PER
high-stakes O O O
divorce O O O
case O O O
. O O O

the O O O
welches O O B-PER
disclosed O O O
their O O B-PER
plans O O O
to O O O
divorce O O O
a O O O
year O O O
ago O O O
, O O O
shortly O O O
after O O O
suzy O O B-PER
wetlaufer O O I-PER
_ O O O
then O O O
editor O O B-PER
of O O O
the O O O
harvard O O B-ORG
business O O I-ORG
review O O I-ORG
_ O O O
revealed O O O
she O O B-PER
had O O O
become O O O
romantically O O O
involved O O O
with O O O
welch O O B-PER
while O O O
working O O O
on O O O
a O O O
story O O O
about O O O
him O O B-PER
. O O O

in O O O
court O O O
papers O O O
filed O O O
this O O O
week O O O
in O O O
state O O B-GPE
supreme O O O
court O O B-ORG
in O O O
new O O B-GPE
york O O I-GPE
, O O O
welch O O B-PER
requested O O O
a O O O
deposition O O O
next O O O
month O O O
of O O O
david O O B-PER
heleniak O O I-PER
, O O O
a O O O
senior O O O
partner O O B-PER
in O O O
the O O O
law O O O
firm O O B-ORG
of O O O
shearman O O B-ORG
&amp; O O I-ORG
sterling O O I-ORG
in O O O
new O O B-GPE
york O O I-GPE
. O O O

he O O B-PER
also O O O
wants O O O
to O O O
subpoena O O O
all O O O
documents O O O
maintained O O O
in O O O
jane O O B-PER
beasley O O I-PER
welch O O I-PER
's O O O
personnel O O O
file O O O
by O O O
shearman O O B-ORG
&amp; O O I-ORG
sterling O O I-ORG
, O O O
a O O O
prestigious O O O
corporate O O O
law O O O
firm O O B-ORG
where O O B-ORG
she O O B-PER
worked O O O
before O O O
she O O B-PER
married O O O
welch O O B-PER
. O O O

welch O O B-PER
specifically O O O
is O O O
seeking O O O
performance O O O
evaluations O O O
, O O O
correspondence O O O
between O O O
his O O B-PER
estranged O O O
wife O O B-PER
and O O O
partners O O B-PER
while O O O
she O O B-PER
worked O O O
at O O O
the O O O
law O O O
firm O O B-ORG
's O O O
office O O B-FAC
in O O O
london O O B-GPE
, O O O
and O O O
documents O O O
related O O O
to O O O
her O O B-PER
prospects O O O
of O O O
becoming O O O
a O O O
partner O O B-PER
. O O O

welch O O B-PER
also O O O
wants O O O
details O O O
on O O O
jane O O B-PER
beasley O O I-PER
welch O O I-PER
's O O O
salary O O O
, O O O
benefits O O O
, O O O
retirement O O O
plan O O O
and O O O
other O O O
compensation O O O
paid O O O
to O O O
her O O B-PER
. O O O

michael O O B-PER
york O O I-PER
, O O O
one O O B-PER
of O O O
jack O O B-PER
welch O O I-PER
's O O O
attorneys O O B-PER
, O O O
called O O O
the O O O
move O O O
routine O O O
. O O O

a O O O
judge O O B-PER
ruled O O O
in O O O
february O O O
that O O O
depositions O O O
in O O O
the O O O
divorce O O O
case O O O
will O O O
remain O O O
confidential O O O
. O O O

earlier O O O
documents O O O
in O O O
the O O O
case O O O
have O O O
included O O O
embarrassing O O O
details O O O
about O O O
perks O O O
welch O O B-PER
received O O O
as O O O
part O O O
of O O O
his O O B-PER
retirement O O O
package O O O
from O O O
ge O O B-ORG
at O O O
a O O O
time O O O
when O O O
corporate O O O
scandals O O O
were O O O
sparking O O O
outrage O O O
. O O O

the O O O
court O O O
order O O O
was O O O
requested O O O
by O O O
jack O O B-PER
welch O O I-PER
's O O O
attorney O O B-PER
, O O O
daniel O O B-PER
k. O O I-PER
webb O O I-PER
, O O O
who O O B-PER
said O O O
welch O O B-PER
would O O O
likely O O O
be O O O
asked O O O
about O O O
his O O B-PER
business O O O
dealings O O O
, O O O
his O O B-PER
health O O O
and O O O
entries O O O
in O O O
his O O B-PER
personal O O O
diary O O O
. O O O

webb O O B-PER
also O O O
said O O O
details O O O
of O O O
the O O O
breakdowns O O O
of O O O
the O O O
welches O O B-PER
' O O O
previous O O O
marriages O O O
were O O O
likely O O O
to O O O
come O O O
up O O O
, O O O
and O O O
cited O O O
reports O O O
of O O O
alleged O O O
extramarital O O O
affairs O O O
by O O O
both O O B-PER
. O O O

welch O O B-PER
has O O O
previously O O O
failed O O O
in O O O
an O O O
attempt O O O
to O O O
temporarily O O O
seal O O O
a O O O
financial O O O
affidavit O O O
. O O O

that O O O
document O O O
detailed O O O
monthly O O O
outlays O O O
of O O O
some O O O
$ O O O
51,000 O O O
for O O O
upkeep O O O
on O O O
a O O O
half-dozen O O O
houses O O B-FAC
scattered O O O
from O O O
massachusetts O O B-GPE
to O O O
florida O O B-GPE
, O O O
more O O O
than O O O
$ O O O
52,000 O O O
for O O O
gifts O O O
and O O O
nearly O O O
$ O O O
9,000 O O O
for O O O
food O O O
and O O O
drink O O O
, O O O
among O O O
other O O O
expenses O O O
. O O O

news O O O
story O O O

20030427 O O O

pakistani O O O
christian O O O
gets O O O
life O O O
imprisonment O O O
for O O O
blasphemy O O O

multan O O B-GPE
, O O O
pakistan O O B-GPE
, O O O
april O O O
27 O O O
( O O O
afp O O B-ORG
) O O O

a O O O
pakistani O O B-GPE
court O O B-ORG
in O O O
central O O O
punjab O O O
province O O B-LOC
has O O O
sentenced O O O
a O O O
christian O O B-PER
man O O B-PER
to O O O
life O O O
imprisonment O O O
for O O O
a O O O
blasphemy O O O
conviction O O O
, O O O
police O O B-PER
said O O O
sunday O O O
. O O O

judge O O B-PER
shahid O O B-PER
rafiq O O I-PER
, O O O
of O O O
the O O O
district O O B-GPE
court O O B-ORG
in O O O
the O O O
industrial O O O
city O O B-GPE
of O O O
faisalabad O O B-GPE
, O O O
found O O O
ranjha O O B-PER
masih O O I-PER
guilty O O O
of O O O
defiling O O O
koranic O O O
verses O O O
during O O O
a O O O
protest O O O
rally O O O
by O O O
the O O O
minority O O O
christian O O B-PER
community O O B-PER
in O O O
1998 O O O
. O O O

in O O O
a O O O
verdict O O O
handed O O O
down O O O
on O O O
saturday O O O
, O O O
the O O O
judge O O B-PER
also O O O
ordered O O O
ranjha O O B-PER
to O O O
pay O O O
a O O O
fine O O O
of O O O
50,000 O O O
rupees O O O
( O O O
about O O O
870 O O O
us O O B-GPE
dollars O O O
) O O O
, O O O
they O O B-PER
said O O O
. O O O

ranjha O O B-PER
was O O O
accused O O O
of O O O
tearing O O O
down O O O
a O O O
billboard O O O
carrying O O O
verses O O O
from O O O
the O O O
koran O O O
in O O O
faisalabad O O B-GPE
during O O O
a O O O
christian O O B-PER
demonstration O O O
after O O O
the O O O
city O O B-GPE
's O O O
bishop O O B-PER
committed O O O
suicide O O O
over O O O
the O O O
1985 O O O
blasphemy O O O
law O O O
. O O O

faisalabad O O B-GPE
's O O O
catholic O O O
bishop O O B-PER
john O O B-PER
joseph O O I-PER
, O O O
who O O B-PER
had O O O
been O O O
campaigning O O O
against O O O
the O O O
law O O O
, O O O
shot O O O
himself O O B-PER
in O O O
the O O O
head O O O
outside O O O
a O O O
court O O B-FAC
in O O O
sahiwal O O B-GPE
district O O I-GPE
when O O O
the O O O
judge O O B-PER
convicted O O O
christian O O B-PER
ayub O O B-PER
masih O O I-PER
under O O O
the O O O
law O O O
in O O O
1998 O O O
. O O O

ayub O O B-PER
masih O O I-PER
was O O O
charged O O O
in O O O
1996 O O O
with O O O
blasphemy O O O
for O O O
allegedly O O O
defending O O O
british O O B-GPE
author O O B-PER
salman O O B-PER
rushdie O O I-PER
, O O O
whose O O B-PER
novel O O O
" O O O
the O O O
satanic O O O
verses O O O
" O O O
infuriated O O O
radical O O O
mulsim O O B-PER
clerics O O B-PER
who O O B-PER
accused O O O
the O O O
author O O B-PER
of O O O
defaming O O O
islam O O O
. O O O

the O O O
pakistani O O B-GPE
supreme O O O
court O O B-ORG
last O O O
year O O O
aquitted O O O
ayub O O B-PER
masih O O I-PER
, O O O
who O O B-PER
had O O O
denied O O O
uttering O O O
any O O O
word O O O
against O O O
islam O O O
or O O O
the O O O
prophet O O B-PER
mohammad O O B-PER
. O O O

blasphemy O O O
is O O O
punishable O O O
by O O O
death O O O
under O O O
the O O O
pakistan O O B-GPE
penal O O O
code O O O
. O O O

however O O O
, O O O
no O O O
blasphemy O O O
convict O O B-PER
has O O O
ever O O O
been O O O
executed O O O
in O O O
the O O O
country O O B-GPE
. O O O

christian O O B-PER
rights O O O
activists O O B-PER
campaigning O O O
against O O O
the O O O
laws O O O
, O O O
introduced O O O
by O O O
late O O O
military O O B-ORG
dictator O O B-PER
general O O B-PER
zia-ul O O B-PER
haq O O I-PER
, O O O
say O O O
they O O O
are O O O
mainly O O O
used O O O
to O O O
persecute O O O
christians O O B-PER
or O O O
to O O O
settle O O O
feuds O O O
over O O O
land O O O
. O O O

news O O O
story O O O

20030514 O O O

israeli O O O
fm O O O
meets O O O
qatari O O O
counterpart O O O
in O O O
paris O O O

paris O O B-GPE
, O O O
may O O O
14 O O O
( O O O
afp O O B-ORG
) O O O

israeli O O B-GPE
foreign O O O
