-DOCSTART- -X- -X- O
very O O O
grazing O O O
opportunities O O O
cnn O O B-ORG
seeks O O O
to O O O
discourage O O O
. O O O

`` O O O
we O O O
would O O O
obviously O O O
be O O O
upset O O O
if O O O
those O O O
kinds O O O
of O O O
services O O O
evolved O O O
into O O O
more O O O
general O O O
- O O O
interest O O O
, O O O
long O O O
- O O O
format O O O
programming O O O
, O O O
'' O O O
says O O O
robert O O B-PERSON
stengel O O I-PERSON
, O O O
senior O O O
vice O O O
president O O O
, O O O
programming O O O
, O O O
of O O O
continental O O B-ORG
cablevision O O I-ORG
inc. O O I-ORG
, O O O
which O O O
holds O O O
a O O O
2 O O B-PERCENT
% O O I-PERCENT
stake O O O
in O O O
turner O O B-ORG
broadcasting O O I-ORG
. O O O

population O O O
drain O O O
ends O O O
for O O O
midwestern O O O
states O O O

iowa O O B-GPE
is O O O
making O O O
a O O O
comeback O O O
. O O O

so O O O
are O O O
indiana O O B-GPE
, O O O
ohio O O B-GPE
and O O O
michigan O O B-GPE
. O O O

the O O O
population O O O
of O O O
all O O O
four O O B-CARDINAL
states O O O
is O O O
on O O O
the O O O
upswing O O O
, O O O
according O O O
to O O O
new O O O
census O O B-ORG
bureau O O I-ORG
estimates O O O
, O O O
following O O O
declines O O O
throughout O O O
the O O B-DATE
early O O I-DATE
1980s O O I-DATE
. O O O

the O O O
gains O O O
, O O O
to O O O
be O O O
sure O O O
, O O O
are O O O
rather O O O
small O O O
. O O O

iowa O O B-GPE
, O O O
for O O O
instance O O O
, O O O
saw O O O
its O O O
population O O O
grow O O O
by O O O
11,000 O O B-CARDINAL
people O O O
, O O O
or O O O
0.4 O O B-PERCENT
% O O I-PERCENT
, O O O
between O O B-DATE
1987 O O I-DATE
and O O I-DATE
1988 O O I-DATE
, O O O
the O O B-ORG
census O O I-ORG
bureau O O I-ORG
says O O O
. O O O

still O O O
, O O O
even O O O
that O O O
modest O O O
increase O O O
is O O O
good O O O
news O O O
for O O O
a O O O
state O O O
that O O O
had O O O
n't O O O
grown O O O
at O O O
all O O O
since O O O
1981 O O B-DATE
. O O O

between O O B-DATE
1987 O O I-DATE
and O O I-DATE
1988 O O I-DATE
, O O O
north O O B-GPE
dakota O O I-GPE
was O O O
the O O O
only O O O
state O O O
in O O O
the O O O
midwest O O B-LOC
to O O O
lose O O O
population O O O
, O O O
a O O O
loss O O O
of O O O
4,000 O O B-CARDINAL
people O O O
. O O O

six O O B-CARDINAL
of O O O
the O O O
12 O O B-CARDINAL
midwestern O O O
states O O O
have O O O
been O O O
growing O O O
steadily O O O
since O O O
1980 O O B-DATE
-- O O O
illinois O O B-GPE
, O O O
kansas O O B-GPE
, O O O
minnesota O O B-GPE
, O O O
missouri O O B-GPE
, O O O
south O O B-GPE
dakota O O I-GPE
and O O O
wisconsin O O B-GPE
. O O O

the O O O
northeast O O B-LOC
has O O O
been O O O
holding O O O
its O O O
own O O O
in O O O
the O O O
population O O O
race O O O
. O O O

seven O O B-CARDINAL
of O O O
nine O O B-CARDINAL
states O O O
have O O O
grown O O O
each O O B-DATE
year O O I-DATE
since O O O
1980 O O B-DATE
, O O O
including O O O
new O O B-GPE
york O O I-GPE
, O O O
which O O O
lost O O O
4 O O B-PERCENT
% O O I-PERCENT
of O O O
its O O O
population O O O
during O O O
the O O B-DATE
1970s O O I-DATE
. O O O

and O O O
although O O O
pennsylvania O O B-GPE
and O O O
massachusetts O O B-GPE
suffered O O O
slight O O O
declines O O O
earlier O O O
in O O O
the O O B-DATE
decade O O I-DATE
, O O O
they O O O
are O O O
growing O O O
again O O O
. O O O

at O O O
the O O O
same O O O
time O O O
, O O O
several O O O
states O O O
in O O O
the O O O
south O O B-LOC
and O O O
west O O B-LOC
have O O O
had O O O
their O O O
own O O O
population O O O
turnaround O O O
. O O O

seven O O B-CARDINAL
states O O O
that O O O
grew O O O
in O O O
the O O B-DATE
early O O I-DATE
1980s O O I-DATE
are O O O
now O O O
losing O O O
population O O O
-- O O O
west O O B-GPE
virginia O O I-GPE
, O O O
mississippi O O B-GPE
, O O O
louisiana O O B-GPE
, O O O
oklahoma O O B-GPE
, O O O
montana O O B-GPE
, O O O
wyoming O O B-GPE
and O O O
alaska O O B-GPE
. O O O

overall O O O
, O O O
though O O O
, O O O
the O O O
south O O B-LOC
and O O O
west O O B-LOC
still O O O
outpace O O O
the O O O
northeast O O B-LOC
and O O O
midwest O O B-LOC
, O O O
and O O O
fast O O O
- O O O
growing O O O
states O O O
like O O O
florida O O B-GPE
and O O O
california O O B-GPE
ensure O O O
that O O O
the O O O
pattern O O O
will O O O
continue O O O
. O O O

but O O O
the O O O
growth O O O
gap O O O
between O O O
the O O B-LOC
sun O O I-LOC
belt O O I-LOC
and O O O
other O O O
regions O O O
has O O O
clearly O O O
started O O O
narrowing O O O
. O O O

more O O O
elderly O O O
maintain O O O
their O O O
independence O O O

thanks O O O
to O O O
modern O O O
medicine O O O
, O O O
more O O O
couples O O O
are O O O
growing O O O
old O O O
together O O O
. O O O

and O O O
even O O O
after O O O
losing O O O
a O O O
spouse O O O
, O O O
more O O O
of O O O
the O O O
elderly O O O
are O O O
staying O O O
independent O O O
. O O O

a O O O
new O O O
census O O B-ORG
bureau O O I-ORG
study O O O
of O O O
the O O O
noninstitutionalized O O O
population O O O
shows O O O
that O O O
64 O O B-PERCENT
% O O I-PERCENT
of O O O
people O O O
aged O O B-DATE
65 O O I-DATE
to O O I-DATE
74 O O I-DATE
were O O O
living O O O
with O O O
a O O O
spouse O O O
in O O O
1988 O O B-DATE
, O O O
up O O O
from O O O
59 O O B-PERCENT
% O O I-PERCENT
in O O O
1970 O O B-DATE
. O O O

this O O O
does O O O
n't O O O
mean O O O
they O O O
're O O O
less O O O
likely O O O
to O O O
live O O O
alone O O O
, O O O
however O O O
. O O O

that O O O
share O O O
has O O O
remained O O O
at O O O
about O O B-PERCENT
24 O O I-PERCENT
% O O I-PERCENT
since O O O
1970 O O B-DATE
. O O O

what O O O
has O O O
changed O O O
is O O O
that O O O
more O O O
of O O O
the O O O
young O O O
elderly O O O
are O O O
living O O O
with O O O
spouses O O O
rather O O O
than O O O
with O O O
other O O O
relatives O O O
, O O O
such O O O
as O O O
children O O O
. O O O

in O O O
1988 O O B-DATE
, O O O
10 O O B-PERCENT
% O O I-PERCENT
of O O O
those O O O
aged O O B-DATE
65 O O I-DATE
to O O I-DATE
74 O O I-DATE
lived O O I-DATE
with O O O
relatives O O O
other O O O
than O O O
spouses O O O
, O O O
down O O O
from O O O
15 O O B-PERCENT
% O O I-PERCENT
in O O O
1970 O O B-DATE
. O O O

as O O O
people O O O
get O O O
even O O O
older O O O
, O O O
many O O O
become O O O
widowed O O O
. O O O

but O O O
even O O O
among O O O
those O O O
aged O O B-DATE
75 O O I-DATE
and O O I-DATE
older O O I-DATE
, O O O
the O O O
share O O O
living O O O
with O O O
a O O O
spouse O O O
rose O O O
slightly O O O
, O O O
to O O O
40 O O B-PERCENT
% O O I-PERCENT
in O O O
1988 O O B-DATE
from O O O
38 O O B-PERCENT
% O O I-PERCENT
in O O O
1970 O O B-DATE
. O O O

like O O O
their O O O
younger O O O
counterparts O O O
, O O O
the O O O
older O O O
elderly O O O
are O O O
less O O O
likely O O O
to O O O
live O O O
with O O O
other O O O
relatives O O O
. O O O

only O O B-PERCENT
17 O O I-PERCENT
% O O I-PERCENT
of O O O
those O O O
aged O O B-DATE
75 O O I-DATE
and O O I-DATE
older O O I-DATE
lived O O O
with O O O
relatives O O O
other O O O
than O O O
spouses O O O
in O O O
1988 O O B-DATE
, O O O
down O O O
from O O O
26 O O B-PERCENT
% O O I-PERCENT
in O O O
1970 O O B-DATE
. O O O

the O O O
likelihood O O O
of O O O
living O O O
alone O O O
beyond O O O
the O O B-DATE
age O O I-DATE
of O O I-DATE
75 O O I-DATE
has O O O
increased O O O
to O O O
40 O O B-PERCENT
% O O I-PERCENT
from O O O
32 O O B-PERCENT
% O O I-PERCENT
. O O O

more O O O
people O O O
are O O O
remaining O O O
independent O O O
longer O O O
presumably O O O
because O O O
they O O O
are O O O
better O O O
off O O O
physically O O O
and O O O
financially O O O
. O O O

careers O O O
count O O O
most O O O
for O O O
the O O O
well O O O
- O O O
to O O O
- O O O
do O O O

many O O O
affluent O O O
people O O O
place O O O
personal O O O
success O O O
and O O O
money O O O
above O O O
family O O O
. O O O

at O O O
least O O O
that O O O
's O O O
what O O O
a O O O
survey O O O
by O O O
ernst O O B-ORG
& O O I-ORG
young O O I-ORG
and O O O
yankelovich O O B-ORG
, O O I-ORG
clancy O O I-ORG
, O O I-ORG
shulman O O I-ORG
indicates O O O
. O O O

two O O B-CARDINAL
- O O I-CARDINAL
thirds O O I-CARDINAL
of O O O
respondents O O O
said O O O
they O O O
strongly O O O
felt O O O
the O O O
need O O O
to O O O
be O O O
successful O O O
in O O O
their O O O
jobs O O O
, O O O
while O O O
fewer O O B-CARDINAL
than O O I-CARDINAL
half O O I-CARDINAL
said O O O
they O O O
strongly O O O
felt O O O
the O O O
need O O O
to O O O
spend O O O
more O O O
time O O O
with O O O
their O O O
families O O O
. O O O

being O O O
successful O O O
in O O O
careers O O O
and O O O
spending O O O
the O O O
money O O O
they O O O
make O O O
are O O O
top O O O
priorities O O O
for O O O
this O O O
group O O O
. O O O

unlike O O O
most O O O
studies O O O
of O O O
the O O O
affluent O O O
market O O O
, O O O
this O O O
survey O O O
excluded O O O
the O O O
super-rich O O O
. O O O

average O O O
household O O O
income O O O
for O O O
the O O O
sample O O O
was O O O
$ O O O
194,000 O O B-MONEY
, O O O
and O O O
average O O O
net O O O
assets O O O
were O O O
reported O O O
as O O O
$ O O O
775,000 O O B-MONEY
. O O O

the O O O
goal O O O
was O O O
to O O O
learn O O O
about O O O
one O O B-CARDINAL
of O O O
today O O B-DATE
's O O O
fastest O O O
- O O O
growing O O O
income O O O
groups O O O
, O O O
the O O O
upper O O O
- O O O
middle O O O
class O O O
. O O O

although O O O
they O O O
represent O O O
only O O B-PERCENT
2 O O I-PERCENT
% O O I-PERCENT
of O O O
the O O O
population O O O
, O O O
they O O O
control O O O
nearly O O B-CARDINAL
one O O I-CARDINAL
- O O I-CARDINAL
third O O I-CARDINAL
of O O O
discretionary O O O
income O O O
. O O O

across O O O
the O O O
board O O O
, O O O
these O O O
consumers O O O
value O O O
quality O O O
, O O O
buy O O O
what O O O
they O O O
like O O O
rather O O O
than O O O
just O O O
what O O O
they O O O
need O O O
, O O O
and O O O
appreciate O O O
products O O O
that O O O
are O O O
distinctive O O O
. O O O

despite O O O
their O O O
considerable O O O
incomes O O O
and O O O
assets O O O
, O O O
40 O O B-PERCENT
% O O I-PERCENT
of O O O
the O O O
respondents O O O
in O O O
the O O O
study O O O
do O O O
n't O O O
feel O O O
financially O O O
secure O O O
, O O O
and O O O
one O O B-CARDINAL
- O O I-CARDINAL
fourth O O I-CARDINAL
do O O O
n't O O O
feel O O O
that O O O
they O O O
have O O O
made O O O
it O O O
. O O O

twenty O O B-PERCENT
percent O O I-PERCENT
do O O O
n't O O O
even O O O
feel O O O
they O O O
are O O O
financially O O O
well O O O
off O O O
. O O O

many O O O
of O O O
the O O O
affluent O O O
are O O O
n't O O O
comfortable O O O
with O O O
themselves O O O
, O O O
either O O O
. O O O

about O O B-PERCENT
40 O O I-PERCENT
% O O I-PERCENT
do O O O
n't O O O
feel O O O
they O O O
're O O O
more O O O
able O O O
than O O O
others O O O
. O O O

while O O O
twothirds O O B-CARDINAL
feel O O O
some O O O
guilt O O O
about O O O
being O O O
affluent O O O
, O O O
only O O B-PERCENT
25 O O I-PERCENT
% O O I-PERCENT
give O O O
$ O O O
2,500 O O B-MONEY
or O O O
more O O O
to O O O
charity O O O
each O O B-DATE
year O O I-DATE
. O O O

thirty O O B-PERCENT
- O O I-PERCENT
five O O I-PERCENT
percent O O I-PERCENT
attend O O O
religious O O O
services O O O
regularly O O O
; O O O
at O O O
the O O O
same O O O
time O O O
, O O O
60 O O B-PERCENT
% O O I-PERCENT
feel O O O
that O O O
in O O O
life O O O
one O O O
sometimes O O O
has O O O
to O O O
compromise O O O
one O O O
's O O O
principles O O O
. O O O

odds O O O
and O O O
ends O O O

the O O O
number O O O
of O O O
women O O O
and O O O
minorities O O O
who O O O
hold O O O
jobs O O O
in O O O
top O O O
management O O O
in O O O
the O O O
nation O O O
's O O O
largest O O O
banks O O O
has O O O
more O O O
than O O O
doubled O O O
since O O O
1978 O O B-DATE
. O O O

the O O B-ORG
american O O I-ORG
bankers O O I-ORG
association O O I-ORG
says O O O
that O O O
women O O O
make O O O
up O O O
47 O O B-PERCENT
% O O I-PERCENT
of O O O
officials O O O
and O O O
managers O O O
in O O O
the O O O
top O O O
50 O O B-CARDINAL
banks O O O
, O O O
up O O O
from O O O
33 O O B-PERCENT
% O O I-PERCENT
in O O O
1978 O O B-DATE
. O O O

the O O O
share O O O
of O O O
minorities O O O
in O O O
those O O O
positions O O O
has O O O
risen O O O
to O O O
16 O O B-PERCENT
% O O I-PERCENT
from O O O
12 O O B-PERCENT
% O O I-PERCENT
... O O O
. O O O

per O O O
- O O O
capita O O O
personal O O O
income O O O
in O O O
the O O O
u.s. O O B-GPE
grew O O O
faster O O O
than O O O
inflation O O O
last O O B-DATE
year O O I-DATE
, O O O
according O O O
to O O O
the O O B-ORG
bureau O O I-ORG
of O O I-ORG
economic O O I-ORG
analysis O O I-ORG
. O O O

the O O O
amount O O O
of O O O
income O O O
divvied O O O
up O O O
for O O O
each O O O
man O O O
, O O O
woman O O O
and O O O
child O O O
was O O O
$ O O O
16,489 O O B-MONEY
in O O O
1988 O O B-DATE
, O O O
up O O O
6.6 O O B-PERCENT
% O O I-PERCENT
from O O O
$ O O O
15,472 O O B-MONEY
in O O O
1987 O O B-DATE
. O O O

per O O O
capita O O O
personal O O O
income O O O
ranged O O O
from O O O
$ O O O
11,116 O O B-MONEY
in O O O
mississippi O O B-GPE
to O O O
$ O O O
23,059 O O B-MONEY
in O O O
connecticut O O B-GPE
... O O O
. O O O

there O O O
are O O O
13.1 O O B-CARDINAL
million O O I-CARDINAL
students O O O
in O O O
college O O O
this O O B-DATE
fall O O I-DATE
, O O O
up O O O
2 O O B-PERCENT
% O O I-PERCENT
from O O O
1988 O O B-DATE
, O O O
the O O B-ORG
national O O I-ORG
center O O I-ORG
for O O I-ORG
education O O I-ORG
statistics O O I-ORG
estimates O O O
. O O O

about O O B-PERCENT
54 O O I-PERCENT
% O O I-PERCENT
are O O O
women O O O
, O O O
and O O O
44 O O B-PERCENT
% O O I-PERCENT
are O O O
part O O O
- O O O
time O O O
students O O O
. O O O

the O O O
second O O B-ORG
u.s. O O I-ORG
circuit O O I-ORG
court O O I-ORG
of O O I-ORG
appeals O O I-ORG
opinion O O O
in O O O
the O O O
arcadian O O B-ORG
phosphate O O I-ORG
case O O O
did O O O
not O O O
repudiate O O O
the O O O
position O O O
pennzoil O O B-ORG
co. O O I-ORG
took O O O
in O O O
its O O O
dispute O O O
with O O O
texaco O O B-ORG
, O O O
contrary O O O
to O O O
your O O O
sept. O O B-DATE
8 O O I-DATE
article O O O
`` O O O
court O O B-WORK_OF_ART
backs O O I-WORK_OF_ART
texaco O O I-WORK_OF_ART
's O O I-WORK_OF_ART
view O O I-WORK_OF_ART
in O O I-WORK_OF_ART
pennzoil O O I-WORK_OF_ART
case O O I-WORK_OF_ART
-- O O I-WORK_OF_ART
too O O I-WORK_OF_ART
late O O I-WORK_OF_ART
. O O O
'' O O O

the O O O
fundamental O O O
rule O O O
of O O O
contract O O O
law O O O
applied O O O
to O O O
both O O O
cases O O O
was O O O
that O O O
courts O O O
will O O O
not O O O
enforce O O O
agreements O O O
to O O O
which O O O
the O O O
parties O O O
did O O O
not O O O
intend O O O
to O O O
be O O O
bound O O O
. O O O

in O O O
the O O O
pennzoil O O B-ORG
/ O O O
texaco O O O
litigation O O O
, O O O
the O O O
courts O O O
found O O O
pennzoil O O B-ORG
and O O O
getty O O B-ORG
oil O O I-ORG
intended O O O
to O O O
be O O O
bound O O O
; O O O
in O O O
arcadian O O B-ORG
phosphates O O I-ORG
they O O O
found O O O
there O O O
was O O O
no O O O
intention O O O
to O O O
be O O O
bound O O O
. O O O

admittedly O O O
, O O O
the O O O
principle O O O
in O O O
the O O O
cases O O O
is O O O
the O O O
same O O O
. O O O

but O O O
the O O O
outcome O O O
of O O O
a O O O
legal O O O
dispute O O O
almost O O O
always O O O
turns O O O
on O O O
the O O O
facts O O O
. O O O

and O O O
the O O O
facts O O O
, O O O
as O O O
found O O O
by O O O
the O O O
various O O O
courts O O O
in O O O
these O O O
two O O B-CARDINAL
lawsuits O O O
, O O O
were O O O
different O O O
. O O O

when O O O
you O O O
suggest O O O
otherwise O O O
, O O O
you O O O
leave O O O
the O O O
realm O O O
of O O O
reporting O O O
and O O O
enter O O O
the O O O
orbit O O O
of O O O
speculation O O O
. O O O

charles O O B-PERSON
f. O O I-PERSON
vihon O O I-PERSON

the O O O
following O O O
issues O O O
were O O O
recently O O O
filed O O O
with O O O
the O O B-ORG
securities O O I-ORG
and O O I-ORG
exchange O O I-ORG
commission O O I-ORG
: O O O

american O O B-ORG
cyanamid O O I-ORG
co. O O I-ORG
, O O O
offering O O O
of O O O
1,250,000 O O B-CARDINAL
common O O O
shares O O O
, O O O
via O O O
merrill O O B-ORG
lynch O O I-ORG
capital O O I-ORG
markets O O I-ORG
. O O O

limited O O B-ORG
inc. O O I-ORG
, O O O
offering O O O
of O O O
up O O B-MONEY
to O O I-MONEY
$ O O I-MONEY
300 O O I-MONEY
million O O I-MONEY
of O O O
debt O O O
securities O O O
and O O O
warrants O O O
. O O O

nuveen O O B-ORG
california O O I-ORG
performance O O I-ORG
plus O O I-ORG
municipal O O I-ORG
fund O O I-ORG
inc. O O I-ORG
, O O O
initial O O O
offering O O O
of O O O
five O O B-CARDINAL
million O O I-CARDINAL
common O O O
shares O O O
, O O O
via O O O
alex O O B-ORG
. O O I-ORG
brown O O I-ORG
& O O I-ORG
sons O O I-ORG
inc. O O I-ORG
, O O O
john O O B-ORG
nuveen O O I-ORG
& O O I-ORG
co. O O I-ORG
, O O O
prudential O O B-ORG
- O O I-ORG
bache O O I-ORG
capital O O I-ORG
funding O O I-ORG
, O O O
and O O O
bateman O O B-ORG
eichler O O I-ORG
, O O I-ORG
hill O O I-ORG
richards O O I-ORG
. O O O

pacificare O O B-ORG
health O O I-ORG
systems O O I-ORG
inc. O O I-ORG
, O O O
proposed O O O
offering O O O
of O O O
1.5 O O B-CARDINAL
million O O I-CARDINAL
common O O O
shares O O O
, O O O
of O O O
which O O O
700,000 O O B-CARDINAL
shares O O O
will O O O
be O O O
offered O O O
by O O O
pacificare O O B-ORG
and O O O
800,000 O O B-CARDINAL
shares O O O
by O O O
unihealth O O B-ORG
america O O I-ORG
inc O O I-ORG
. O O I-ORG
-lrb- O O O
pacificare O O B-ORG
's O O O
71 O O B-PERCENT
% O O I-PERCENT
-rrb- O O O
, O O O
via O O O
dillon O O B-ORG
, O O I-ORG
read O O I-ORG
& O O I-ORG
co. O O I-ORG
inc. O O I-ORG
, O O O
goldman O O B-ORG
, O O I-ORG
sachs O O I-ORG
& O O I-ORG
co. O O I-ORG
and O O O
dean O O B-ORG
witter O O I-ORG
reynolds O O I-ORG
inc O O I-ORG
. O O O

pricor O O B-ORG
inc. O O I-ORG
, O O O
offering O O O
of O O O
one O O B-CARDINAL
million O O I-CARDINAL
new O O O
shares O O O
of O O O
common O O O
stock O O O
and O O O
300,000 O O B-CARDINAL
shares O O O
by O O O
holders O O O
, O O O
via O O O
drexel O O B-ORG
burnham O O I-ORG
lambert O O I-ORG
inc. O O I-ORG
and O O O
j.c. O O B-ORG
bradford O O I-ORG
& O O I-ORG
co O O I-ORG
. O O O

trans O O B-ORG
world O O I-ORG
airlines O O I-ORG
inc. O O I-ORG
, O O O
offering O O O
of O O O
$ O O B-MONEY
150 O O I-MONEY
million O O I-MONEY
senior O O O
notes O O O
, O O O
via O O O
drexel O O B-ORG
burnham O O I-ORG
. O O O

food O O B-ORG
and O O I-ORG
drug O O I-ORG
administration O O I-ORG
spokesman O O O
jeff O O B-PERSON
nesbit O O I-PERSON
said O O O
the O O O
agency O O O
has O O O
turned O O O
over O O O
evidence O O O
in O O O
a O O O
criminal O O O
investigation O O O
concerning O O O
vitarine O O B-ORG
pharmaceuticals O O I-ORG
inc. O O I-ORG
to O O O
the O O O
u.s. O O B-GPE
attorney O O O
's O O O
office O O O
in O O O
baltimore O O B-GPE
. O O O

neither O O O
vitarine O O B-ORG
nor O O O
any O O O
of O O O
the O O O
springfield O O B-GPE
gardens O O I-GPE
, O O O
n.y. O O B-GPE
, O O O
company O O O
's O O O
officials O O O
or O O O
employees O O O
have O O O
been O O O
charged O O O
with O O O
any O O O
crimes O O O
. O O O

vitarine O O B-ORG
won O O O
approval O O O
to O O O
market O O O
a O O O
version O O O
of O O O
a O O O
blood O O O
pressure O O O
medicine O O O
but O O O
acknowledged O O O
that O O O
it O O O
substituted O O O
a O O O
smithkline O O B-ORG
beecham O O I-ORG
plc O O I-ORG
product O O O
as O O O
its O O O
own O O O
in O O O
tests O O O
. O O O

mr. O O O
nesbit O O B-PERSON
also O O O
said O O O
the O O O
fda O O B-ORG
has O O O
asked O O O
bolar O O B-ORG
pharmaceutical O O I-ORG
co. O O I-ORG
to O O O
recall O O O
at O O O
the O O O
retail O O O
level O O O
its O O O
urinary O O O
tract O O O
antibiotic O O O
. O O O

but O O O
so O O O
far O O O
the O O O
company O O O
has O O O
n't O O O
complied O O O
with O O O
that O O O
request O O O
, O O O
the O O O
spokesman O O O
said O O O
. O O O

bolar O O B-ORG
, O O O
the O O O
subject O O O
of O O O
a O O O
criminal O O O
investigation O O O
by O O O
the O O O
fda O O B-ORG
and O O O
the O O O
inspector O O O
general O O O
's O O O
office O O O
of O O O
the O O B-ORG
health O O I-ORG
and O O I-ORG
human O O I-ORG
services O O I-ORG
department O O I-ORG
, O O O
only O O O
agreed O O O
to O O O
recall O O O
two O O B-CARDINAL
strengths O O O
of O O O
its O O O
version O O O
of O O O
macrodantin O O B-PRODUCT
`` O O O
as O O O
far O O O
down O O O
as O O O
direct O O O
customers O O O
, O O O
mostly O O O
wholesalers O O O
, O O O
'' O O O
mr. O O O
nesbit O O B-PERSON
said O O O
. O O O

bolar O O B-ORG
, O O O
of O O O
copiague O O B-GPE
, O O O
n.y. O O B-GPE
, O O O
earlier O O O
began O O O
a O O O
voluntary O O O
recall O O O
of O O O
both O O O
its O O O
100 O O B-QUANTITY
milligram O O I-QUANTITY
and O O O
50 O O B-QUANTITY
milligram O O I-QUANTITY
versions O O O
of O O O
the O O O
drug O O O
. O O O

the O O O
fda O O B-ORG
has O O O
said O O O
it O O O
presented O O O
evidence O O O
it O O O
uncovered O O O
to O O O
the O O O
company O O O
indicating O O O
that O O O
bolar O O B-ORG
substituted O O O
the O O O
brand O O O
- O O O
name O O O
product O O O
for O O O
its O O O
own O O O
to O O O
gain O O O
government O O O
approval O O O
to O O O
sell O O O
generic O O O
versions O O O
of O O O
macrodantin O O B-PRODUCT
. O O O

bolar O O B-ORG
has O O O
denied O O O
that O O O
it O O O
switched O O O
the O O O
brand O O O
- O O O
name O O O
product O O O
for O O O
its O O O
own O O O
in O O O
such O O O
testing O O O
. O O O

the O O O
bronx O O B-GPE
has O O O
a O O O
wonderful O O O
botanical O O O
garden O O O
, O O O
a O O O
great O O O
zoo O O O
, O O O
its O O O
own O O O
charming O O O
little O O B-LOC
italy O O I-LOC
-lrb- O O O
on O O O
arthur O O B-FAC
avenue O O I-FAC
-rrb- O O O
and O O O
, O O O
of O O O
course O O O
, O O O
the O O O
yankees O O B-ORG
. O O O

however O O O
, O O O
most O O O
people O O O
, O O O
having O O O
been O O O
subjected O O O
to O O O
news O O O
footage O O O
of O O O
the O O O
devastated O O O
south O O B-GPE
bronx O O I-GPE
, O O O
look O O O
at O O O
the O O O
borough O O O
the O O O
way O O O
tom O O B-PERSON
wolfe O O I-PERSON
's O O I-PERSON
sherman O O B-PERSON
mccoy O O I-PERSON
did O O O
in O O O
`` O O O
bonfire O O B-WORK_OF_ART
of O O I-WORK_OF_ART
the O O I-WORK_OF_ART
vanities O O I-WORK_OF_ART
'' O O O
-- O O O
as O O O
a O O O
wrong O O O
turn O O O
into O O O
hell O O O
. O O O

but O O O
laura O O B-PERSON
cunningham O O I-PERSON
's O O I-PERSON
bronx O O B-GPE
, O O O
her O O O
childhood O O O
bronx O O B-GPE
of O O O
the O O O
'50s O O B-DATE
, O O O
is O O O
something O O O
else O O O
altogether O O O
. O O O

in O O O
a O O O
lovely O O O
, O O O
novelistic O O O
memoir O O O
, O O O
`` O O O
sleeping O O B-WORK_OF_ART
arrangements O O I-WORK_OF_ART
'' O O O
-lrb- O O O
knopf O O B-ORG
, O O O
195 O O B-CARDINAL
pages O O O
, O O O
$ O O O
18.95 O O B-MONEY
-rrb- O O O
, O O O
she O O O
remembers O O O
an O O O
exotic O O O
playground O O O
, O O O
peopled O O O
mainly O O O
by O O O
jewish O O B-NORP
eccentrics O O O
and O O O
the O O O
occasional O O O
catholic O O B-NORP
-lrb- O O O
real O O O
oddballs O O O
like O O O
her O O O
sexpot O O O
friend O O O
, O O O
the O O O
hell O O O
- O O O
kitten O O O
diana O O B-PERSON
, O O O
age O O O
five O O B-DATE
-rrb- O O O
. O O O

ms. O O O
cunningham O O B-PERSON
, O O O
a O O O
novelist O O O
and O O O
playwright O O O
, O O O
has O O O
a O O O
vivid O O O
and O O O
dramatically O O O
outsized O O O
sense O O O
of O O O
recall O O O
. O O O

she O O O
transforms O O O
her O O O
`` O O O
bronx O O B-GPE
of O O O
the O O O
emotions O O O
, O O O
a O O O
place O O O
where O O O
the O O O
flats O O O
of O O O
mediocrity O O O
are O O O
only O O O
relieved O O O
by O O O
steep O O O
descents O O O
into O O O
hysteria O O O
'' O O O
into O O O
the O O B-GPE
`` O O I-GPE
babylonian O O I-GPE
bronx O O I-GPE
, O O O
'' O O O
a O O O
world O O O
simmering O O O
with O O O
sex O O O
and O O O
death O O O
and O O O
intrigue O O O
. O O O

in O O O
the O O B-GPE
babylonian O O I-GPE
bronx O O I-GPE
, O O O
jewish O O B-NORP
working O O O
- O O O
class O O O
people O O O
lived O O O
in O O O
drab O O O
, O O O
soviet O O B-NORP
- O O O
style O O O
buildings O O O
`` O O O
glamorized O O O
'' O O O
with O O O
names O O O
like O O O
anamor O O B-FAC
towers O O I-FAC
-lrb- O O O
after O O O
owners O O O
anna O O B-PERSON
and O O O
morris O O B-PERSON
snezak O O I-PERSON
-rrb- O O O
, O O O
whose O O O
lobbies O O O
and O O O
hallways O O O
were O O O
decorated O O O
with O O O
murals O O O
of O O O
ancient O O O
syrians O O B-NORP
and O O O
greeks O O B-NORP
, O O O
friezes O O O
of O O O
pompeii O O B-GPE
. O O O

for O O O
ms. O O O
cunningham O O B-PERSON
the O O O
architectural O O O
discombobulation O O O
matched O O O
the O O O
discrepancy O O O
she O O O
felt O O O
living O O O
in O O O
the O O B-FAC
anamor O O I-FAC
towers O O I-FAC
as O O O
a O O O
little O O O
girl O O O
: O O O
`` O O O
... O O O
outwardly O O O
ordinary O O O
, O O O
inwardly O O O
ornate O O O
, O O O
owing O O O
all O O O
inspiration O O O
to O O O
heathen O O O
cultures O O O
. O O O
'' O O O

sharp O O O
- O O O
witted O O O
and O O O
funny O O O
but O O O
never O O O
mean O O O
, O O O
she O O O
's O O O
a O O O
memorialist O O O
a O O O
bit O O O
like O O O
truman O O B-PERSON
capote O O I-PERSON
